participant,list_number,date,expName,psychopyVersion,OS,frameRate,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,info_sheet_loop.ran,consent_key.keys,consent_key.rt,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,consent_item,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,next_slide_key.keys,next_slide_key.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,4.5744,0,0,0,0,1,"1 of 6
I confirm that I have read the attached information sheet (Version A7.0; Date 22/02/2023) for the above study and have had the opportunity to consider the information and ask questions and had these answered satisfactorily.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,3.8228,0,1,1,1,1,"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself. I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set.  

I agree to take part on this basis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,1.7181,0,2,2,2,1,"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,0.4394,0,3,3,3,1,"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,0.2979,0,4,4,4,1,"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,y,0.635,0,5,5,5,1,"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,21,4,3.4479,,0.028703704,-0.411111111,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.4447,0,0,0,0,1,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7419,0,1,1,1,1,Slide 2 of 8,"First, you should read the title of the graph.",10,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.7453,0,2,2,2,1,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4238,0,3,3,3,1,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.1733,0,4,4,4,1,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate the severity of Covid 19 in the shown region.",10,-0.28,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2579,0,5,5,5,1,Slide 6 of 8,You should move the marker to indicate your response.,0,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.0658,0,6,6,6,1,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5524,0,7,7,7,1,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0709,1.824074074,6.4096,0,0,0,39,1,trunc,blank,E,40,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/40wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.4262,1.412962963,6.5594,0,1,1,33,1,extend,label,E,34,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/34bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5945,1.322222222,3.3653,0,2,2,26,1,extend,blank,E,27,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/27wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2207,1.483333333,2.7097,0,3,3,7,1,extend,blank,E,8,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/8wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1211,1.583333333,1.8822,0,4,4,16,1,extend,label,E,17,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/17br.png,,,,,,,,,,,,,,,,,,,,,,,,,
02,map_generator/lists/list1.csv,2023-04-09_22h55.21.322,3rd_year_project,2022.2.4,Win32,239.6931927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1001,1.394444444,3.075,0,5,5,30,1,trunc,blank,E,31,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/31wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
