participant,list_number,date,expName,psychopyVersion,OS,frameRate,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,info_sheet_loop.ran,consent_key.keys,consent_key.rt,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,consent_item,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,next_slide_key.keys,next_slide_key.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,3.302,0,0,0,0,1,"1 of 6
I confirm that I have read the attached information sheet (Version A7.0; Date 22/02/2023) for the above study and have had the opportunity to consider the information and ask questions and had these answered satisfactorily.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,0.753,0,1,1,1,1,"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself. I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set.  

I agree to take part on this basis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,0.153,0,2,2,2,1,"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,0.134,0,3,3,3,1,"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,0.139,0,4,4,4,1,"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,y,0.354,0,5,5,5,1,"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,24,4,2.261,,-0.050925926,-0.393518519,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.596,0,0,0,0,1,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.753,0,1,1,1,1,Slide 2 of 8,"First, you should read the title of the graph.",10,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.187,0,2,2,2,1,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,map_generator/lists/list2.csv,04-09-2023_23h36.27.968,3rd_year_project,2022.2.4,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.179,0,3,3,3,1,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
